id,keyword_Search,doi,doi_url,mdpi_url,path,title,abstract,abstract_words,content_paper,content_words,conclusions,sections,reference_count,keywords,journal,journal_slug,eissn,publication_date,publication_year,publication_month,volume,issue,article_number,article_type,language,publisher,authors,first_author,author_count,orcids,affiliations,license_url,is_oa,pdf_url,fulltext_url,xml_url,cited_by_count,views,matched_keywords,match_score,deep_scraped,retrieved_at,scraped_at,error
10.3390/cosmetics13010037,skin microbiome cosmetic,10.3390/cosmetics13010037,https://doi.org/10.3390/cosmetics13010037,https://www.mdpi.com/2079-9284/13/1/37,/2079-9284/13/1/37,"Sebum Regulating, Anti-Inflammatory, and Lipid Restoring Efficacy of Isorhamnetin Extracted from Opuntia ficus-indica: Results from a Randomized Double-Blind Clinical Trial","Oily skin is a prevalent dermatological condition characterized by excessive sebum production, due to hyperactivity of the sebaceous glands. In this study, a randomized split-face clinical trial was conducted on 22 subjects with combination to oily skin to evaluate the efficacy of a cosmetic cream containing a standardized amount of isorhamnetin extract from prickly pear ( Opuntia ficus-indica ), applied twice daily over a 28-day period. Efficacy assessments included instrumental measurements of skin sebum content, Sebum Excretion Rate (SER), pore size, tumor necrosis factor-alpha (TNF-α) levels, skin microbiome composition, and lipid profile. Additionally, the study included an assessment of participants’ subjective perception. After 14 and 28 days of product use, respectively, a significant reduction in skin sebum content was observed, with decreases of 13.1% and 21.1% on the forehead, and 10.4% and 15.8% in the alar groove. This reduction in sebum levels was associated with a mattifying effect lasting up to 7.1 h, a 37.2% decrease in the sebum excretion rate (SER), and a 9.6% reduction in pore size. The TNF- α levels decreased by 7.4%. The extract was well tolerated by the skin microbiome, which remained stable. Additionally, analysis of the skin lipid profile revealed an increase in both ceramide and triacylglycerol levels. Overall, our findings demonstrate the role of the extract in modulating sebaceous gland activity, improving skin appearance, reducing inflammation, and supporting barrier integrity and hydration in individuals with oily skin.",234,,0,,,0,,Cosmetics,,2079-9284,2026-02-09,,,13,1,37,Article,,,Federica Cascella | Mohammad Reza Jahangiri Manesh | Enza Cestone | Gloria Roveda | Martina Masciarelli | Vincenzo Zaccaria | Violetta Insolia | Vincenzo Nobile,Federica Cascella,8,,,,True,https://www.mdpi.com/2079-9284/13/1/37/pdf?version=1770805441,,,0,0,skin microbiome cosmetic | niacinamide skin barrier,1.0,False,2026-09-11T01:25:28+00:00,,
10.3390/cosmetics13010025,cosmetic formulation rheology,10.3390/cosmetics13010025,https://doi.org/10.3390/cosmetics13010025,https://www.mdpi.com/2079-9284/13/1/25,/2079-9284/13/1/25,"Rheology, Texture Analysis and Tribology for Sensory Prediction and Sustainable Cosmetic Design","The cosmetic industry is undergoing a deep transformation driven by rapid innovation, evolving consumer expectations, and increasing demands for sustainability. Formulators are required to design products that combine functional efficacy, stability, and appealing sensory properties while adopting environmentally responsible strategies. Traditional empirical and sensory-based approaches, though valuable, are often limited by high costs, time, subjectivity and lack of reproducibility. In this context, instrumental techniques provide an objective and predictive means to optimize product performance. Rheology, texture analysis, and tribology offer complementary insights into the structure, mechanical behavior, and interfacial phenomena of cosmetic formulations, all of which are closely linked to application behavior and sensory perception. Their integration enables a quantitative correlation between formulation composition, process conditions, and tactile performance. This review critically examines recent advances in the integrated use of rheology, texture analysis and tribology in cosmetic science, highlighting their role in sensory prediction, stability assessment, scale-up and eco-design. Together, these instrumental approaches support a more data-driven and innovation-oriented formulation paradigm, enabling database development and predictive modeling. Future research should prioritize database expansion, in vivo validation and machine learning integration to further improve sensory prediction and accelerate the design of advanced cosmetic formulations.",193,,0,,,0,,Cosmetics,,2079-9284,2026-01-22,,,13,1,25,Review,,,Giovanni Tafuro | Alessia Costantini | Alessandra Semenzato,Giovanni Tafuro,3,,,,True,https://www.mdpi.com/2079-9284/13/1/25/pdf?version=1769081706,,,0,0,cosmetic formulation rheology,1.0,False,2026-09-15T13:37:17+00:00,,
10.3390/microorganisms14010248,skin microbiome cosmetic,10.3390/microorganisms14010248,https://doi.org/10.3390/microorganisms14010248,https://www.mdpi.com/2076-2607/14/1/248,/2076-2607/14/1/248,Genetic Characteristics Associated with Probiotic Functions in Four Indonesian Skin Microbiome-Derived Bacterial Strains,"The human skin microbiome has gained considerable attention as a resource for the development of innovative probiotics for cosmetic purposes or promoting skin health. However, the evaluation of new probiotic strains to ensure their “generally recognized as safe” (GRAS) status remains challenging. Here, we have subjected the annotated draft genome sequences of four human skin-derived bacterial strains, namely Bacillus subtilis MBF10-19J, Micrococcus luteus MBF05-19J, Staphylococcus hominis MBF12-19J, and Staphylococcus warneri MBF02-19J, to bioinformatic analyses to detect the genes associated with important probiotic traits, as well as undesirable characteristics such as antibiotic resistance, virulence factors, and toxic metabolites. Each bacterium harbors at least one type of adhesin-encoding gene, while only S. hominis MBF12-19J and S. warneri MBF02-19J contain the putative genes encoding enzymes for metabolism improvement. In vitro assays, including antibiotic susceptibility and antimicrobial activity testing, revealed strain-specific safety characteristics that complement the genomic findings. With regard to antibiotic resistance determinants, S. hominis MBF12-19J showed the most favorable profile, S. warneri MBF02-19J and M. luteus MBF05-19J appeared suitable when used with appropriate caution, and B. subtilis MBF10-19J exhibited amoxicillin resistance, i.e., warrants careful evaluation. Further in vivo validation is needed to determine whether these strains do indeed comply with GRAS evaluation frameworks.",201,,0,,,0,,Microorganisms,,2076-2607,2026-01-21,,,14,1,248,Article,,,Ahmad Husein Alkaff | Amarila Malik | Patricia Arabela Situmeang | Nicholas C. K. Heng,Ahmad Husein Alkaff,4,,,,True,https://www.mdpi.com/2076-2607/14/1/248/pdf?version=1769418030,,,0,0,skin microbiome cosmetic | niacinamide skin barrier,1.0,False,2026-09-11T01:25:28+00:00,,
10.3390/molecules31020335,cosmetic formulation rheology,10.3390/molecules31020335,https://doi.org/10.3390/molecules31020335,https://www.mdpi.com/1420-3049/31/2/335,/1420-3049/31/2/335,"Experimental Valorization of Recycled Palm Oil in Topical Formulations: Preparation, Characterization, and Antimicrobial Assessment","Sustainable strategies for revalorizing food industry by-products are increasingly relevant in the development of modern experimental dermato-cosmetic formulations. In this study, two semisolid cosmetic creams (R10 and EM-R10) were designed using recycled palm oil—physically purified after intensive frying—as the lipid phase. The recycled oil was incorporated strictly within a controlled experimental framework and does not imply cosmetic-grade regulatory compliance. The formulations incorporated distinct bioactive profiles: R10 combined apricot and pineapple extracts with lime essential oil, while EM-R10 integrated fir bud and green tea extracts alongside the same essential oil. Both preparations contained Fragard as a preservative and niacinamide and panthenol as vitaminic components. The physicochemical properties of the formulations were assessed through rheology, confocal microscopy, ATR-FTIR, SEM, DSC, and contact angle measurements. Antimicrobial activity was evaluated against Staphylococcus aureus , Escherichia coli , Pseudomonas aeruginosa , and Candida albicans using disk diffusion and broth microdilution assays. The results demonstrate that, despite partial thermal degradation, recycled palm oil retains modified structural features that influence formulation-related properties relevant to topical systems. EM-R10 showed superior spreadability, adhesion, stability, and diffusion-related performance, as well as improved antimicrobial activity, within the investigated experimental conditions, highlighting recycled palm oil as a promising sustainable lipid phase for experimental dermato-cosmetic formulations, pending further purification, toxicological evaluation, and regulatory compliance assessment.",212,,0,,,0,,Molecules,,1420-3049,2026-01-19,,,31,2,335,Article,,,Paula Rusu | Andreea Creteanu | Alina-Mirela Ipate | Maricel Danu | Mirela-Fernanda Zaltariov | Daniela Rusu | Cristina Gabriela Tuchilus | Gladiola Tantaru | Gabriela Lisa,Paula Rusu,9,,,,True,https://www.mdpi.com/1420-3049/31/2/335/pdf?version=1768847428,,,0,0,cosmetic formulation rheology | topical retinoid delivery systems,1.0,False,2026-09-15T13:37:17+00:00,,
10.3390/cosmetics13010012,cosmetic formulation microbiome stability,10.3390/cosmetics13010012,https://doi.org/10.3390/cosmetics13010012,https://www.mdpi.com/2079-9284/13/1/12,/2079-9284/13/1/12,Shaping the Future of Cosmetic and Pharmaceutical Chemistry—Trends in Obtaining Fine Chemicals from Natural Sources,"The pursuit of fine chemicals from natural sources is advancing rapidly, driven by a growing demand for safe, sustainable, and high-performance ingredients in cosmetic and pharmaceutical formulations. Emerging extraction and biotransformation technologies, including enzyme-assisted procedures, precision fermentation, and green solvent systems, are enabling the selective recovery of complex molecules with enhanced purity and stability. Simultaneously, AI-guided approaches to the discovery of bioactive compounds are accelerating the identification of multifunctional molecules exhibiting, for example, anti-inflammatory, antioxidant or microbiome-modulating activities. These developments not only expand the chemical diversity accessible to the cosmetic and pharmaceutical sectors but also promote the adoption of circular bioeconomy frameworks. Together, they define a new generation of natural fine chemicals with strong potential for targeted therapeutic and cosmetic applications. Accordingly, this commentary focuses on emerging trends and key technological advances in the use of renewable, natural sources for the production of fine chemicals relevant to cosmetic and pharmaceutical industries. It further highlights the critical roles of biotechnology, green chemistry, and digital innovation in shaping a more sustainable future for cosmetic and pharmaceutical chemistry.",175,,0,,,0,,Cosmetics,,2079-9284,2026-01-09,,,13,1,12,Commentary,,,Agnieszka Feliczak-Guzik | Agata Wawrzyńczak,Agnieszka Feliczak-Guzik,2,,,,True,https://www.mdpi.com/2079-9284/13/1/12/pdf?version=1767930463,,,0,0,cosmetic formulation microbiome stability,1.0,False,2026-09-15T17:41:26+00:00,,
10.3390/ijms27010504,ceramide lipid barrier restoration,10.3390/ijms27010504,https://doi.org/10.3390/ijms27010504,https://www.mdpi.com/1422-0067/27/1/504,/1422-0067/27/1/504,"Applications of Exosomes in Female Medicine: A Systematic Review of Molecular Biology, Diagnostic and Therapeutic Perspectives","Exosomes are nanoscale extracellular vesicles that mediate intercellular communication by transporting microRNAs, proteins, and lipids. Generated through Endosomal Sorting Complex Required for Transport (ESCRT)-dependent mechanisms or ESCRT-independent pathways, exosomes are released when multivesicular bodies fuse with the plasma membrane. The ESCRT-dependent pathway involves sequential protein complexes (ESCRT-0, I, II, III) that recognize and sort ubiquitinated cargo, induce membrane budding, and facilitate vesicle scission. In contrast, the ESCRT-independent pathway relies on membrane lipids such as ceramide and proteins like tetraspanins (CD9, CD63, CD81) to promote vesicle formation without ESCRT machinery. Furthermore, post-translational modifications, including ubiquitination, sumoylation, and phosphorylation, further serve as molecular switches, modulating the affinity of ESCRT complexes or cargo proteins for membrane domains and affecting ILV formation rates. In reproductive medicine, exosomes regulate oocyte maturation, embryo–endometrial crosstalk, placental development, and maternal–fetal communication. Altered exosomal signaling contributes to obstetric complications, including preeclampsia, gestational diabetes mellitus, and preterm birth, whereas distinct exosomal miRNA signatures serve as potential diagnostic biomarkers. In gynecology, dysregulated exosomes are implicated in endometriosis, polycystic ovary syndrome, premature ovarian insufficiency, and gynecological malignancies. In contrast, mesenchymal stem cell-derived exosomes show therapeutic promise in restoring ovarian function and enhancing fertility outcomes. The distinctive molecular profiles of circulating exosomes enable minimally invasive diagnosis, while their biocompatibility and ability to cross biological barriers position them as vehicles for targeted drug delivery. Characterization of accessible data provides non-invasive opportunities for disease monitoring. However, clinical translation faces challenges, including standardization of isolation protocols, establishment of reference ranges for biomarkers, and optimization of therapeutic dosing. This review summarizes exosome biogenesis, characterization methods, physiological functions, and clinical applications in obstetrics and gynecology, with an emphasis on their diagnostic and therapeutic potential. Future directions include large-scale biomarker validation studies, engineering approaches to enhance exosome targeting, and integration with precision medicine platforms to advance personalized reproductive healthcare.",300,,0,,,0,,Int. J. Mol. Sci.,,1422-0067,2026-01-03,,,27,1,504,Review,,,Heidi Mariadas | Jie-Hong Chen | Kuo-Hu Chen,Heidi Mariadas,3,,,,True,https://www.mdpi.com/1422-0067/27/1/504/pdf?version=1767688467,,,0,0,ceramide lipid barrier restoration | surfactant skin barrier disruption,0.75,False,2026-09-16T01:25:00+00:00,,
10.3390/cosmetics13010007,nanocarrier delivery epidermal penetration,10.3390/cosmetics13010007,https://doi.org/10.3390/cosmetics13010007,https://www.mdpi.com/2079-9284/13/1/7,/2079-9284/13/1/7,Systems for Mitochondria-Protective Cosmetic Actives: Opportunities in Post-Oncologic Skin Regeneration,"Post-oncologic skin is subject to multiple structural and functional impairments following chemotherapy and radiotherapy, including delayed epidermal turnover, compromised barrier integrity, and mitochondrial dysfunction. These changes can lead to persistent dryness, heightened reactivity, impaired regeneration, and reduced patient quality of life. In this context, topical dermocosmetic strategies are essential not only for improving comfort and hydration, but also for supporting key cellular pathways involved in mitochondrial protection and oxidative stress reduction. Despite the promise of natural antioxidant actives, their cutaneous efficacy is often limited by poor stability, low bioavailability, and insufficient penetration of the stratum corneum. The use of nanocarriers promotes deeper skin penetration, protects oxidation-prone antioxidant compounds, and enables a controlled and prolonged release profile. This review summarizes the current evidence (2020–2025) on skin delivery systems designed to enhance the efficacy, stability, and skin penetration of antioxidants. Knowledge gaps and future directions are outlined, highlighting how rationally engineered delivery systems for mitochondria-targeted actives could contribute to safer, more effective strategies for post-oncologic skin regeneration.",165,,0,,,0,,Cosmetics,,2079-9284,2025-12-29,,,13,1,7,Review,,,Agata Burzyńska | Agata Wawrzyńczak | Agnieszka Feliczak-Guzik,Agata Burzyńska,3,,,,True,https://www.mdpi.com/2079-9284/13/1/7/pdf?version=1767077649,,,0,0,nanocarrier delivery epidermal penetration | ceramide lipid barrier repair | surfactant skin microbiome disruption,1.0,False,2026-09-11T08:59:52+00:00,,
10.3390/ijms27010204,ceramide lipid barrier restoration,10.3390/ijms27010204,https://doi.org/10.3390/ijms27010204,https://www.mdpi.com/1422-0067/27/1/204,/1422-0067/27/1/204,"Oral Centella asiatica Extract Attenuates UVB-Induced Skin Photoaging via Antioxidant, Anti-Inflammatory, and Extracellular Matrix-Preserving Effects in Hairless Mice","Centella asiatica exhibits antioxidant, anti-inflammatory, and dermal-regenerative activities, yet the in vivo efficacy of an orally administered, dose-standardized extract against ultraviolet B (UVB)-induced photoaging has not been fully elucidated. This study investigated the protective effects of a chemically standardized C. asiatica extract (sCAE; 70 mg/g asiaticoside) in UVB-irradiated Skh:HR-1 hairless mice. Animals received oral sCAE (40 or 80 mg/kg/day) for eight weeks during repeated UVB exposure. Comprehensive assessments—including skin biophysical measurements, histological analysis, ELISA, and gene expression profiling—were performed to characterize dose-dependent responses. sCAE significantly reduced wrinkle formation, transepidermal water loss, malondialdehyde accumulation, and pro-inflammatory cytokines, while enhancing skin hydration, elasticity, antioxidant enzyme activities, and collagen expression. It also restored hyaluronic acid, ceramide, and their biosynthetic genes, and suppressed matrix metalloproteinase-1 and -9. Notably, the higher dose (80 mg/kg) consistently shifted key parameters toward normal levels, demonstrating a clear dose–response effect. These findings provide the first integrative in vivo evidence that orally administered, asiaticoside-standardized C. asiatica extract mitigates UVB-induced photoaging by concurrently improving barrier lipids, extracellular matrix integrity, inflammation, and oxidative stress, supporting its potential as a nutricosmetic agent for skin health.",182,,0,,,0,,Int. J. Mol. Sci.,,1422-0067,2025-12-24,,,27,1,204,Article,,,Yean Jung Choi | Eun-Chae Cho | Seungtae Lim | Jaemin Lee | Jaewoo Bae | Tae Kyu Oh | Jae Kyoung Lee | Eun Ji Kim,Yean Jung Choi,8,,,,True,https://www.mdpi.com/1422-0067/27/1/204/pdf?version=1766586535,,,0,0,ceramide lipid barrier restoration | surfactant skin barrier disruption | cosmetic formulation microbiome modulation,0.75,False,2026-09-16T01:25:00+00:00,,
10.3390/cosmetics12060284,skin microbiome cosmetic,10.3390/cosmetics12060284,https://doi.org/10.3390/cosmetics12060284,https://www.mdpi.com/2079-9284/12/6/284,/2079-9284/12/6/284,A Multifaceted View on Ageing of the Hair and Scalp,"Like with skin, both men and women—regardless of ethnicity—gradually lose satisfaction with changes in hair brought about by ageing. Especially when such transition is apparent by others, and that the hair condition has a significant role in an individual’s overall physical appearance and self-perception. Beyond the familiar age-related signs such as hair greying, hair loss, and hair fragility, this review includes current knowledge of biological processes underlying hair pigmentation and hair growth, highlights variations in gender and ethnicity, as well as delineates hair fibre diameter, ellipticity, and elasticity properties that collectively contribute to the characteristics of aged hair. Additionally, in view of the rising importance of enhancing scalp skin health to promote healthy hair growth, the latter part of the review focuses on age-associated alterations to the scalp skin and its microbiome. Consideration of the morphological changes in the hair fibre, biological processes occurring within the hair follicle and its enveloping scalp environment provide a unique, holistic overview of hair and scalp changes during ageing. Finally, after acknowledging the impact caused by chronological ageing and environmental stresses, it is important to recognise that healthy tresses are largely influenced by scalp skin care, and this stimulates the advancement of appropriate cosmetic solutions that help delay or improve the appearance of aged hair.",211,,0,,,0,,Cosmetics,,2079-9284,2025-12-12,,,12,6,284,Review,,,Yi Shan Lim | Carine Nizard | Karl Pays | Cecilia Brun | Robin Kurfurst,Yi Shan Lim,5,,,,True,https://www.mdpi.com/2079-9284/12/6/284/pdf?version=1767750432,,,0,0,skin microbiome cosmetic | niacinamide skin barrier,1.0,False,2026-09-11T01:25:28+00:00,,
10.3390/jaestheticmed1020010,topical retinoid delivery,10.3390/jaestheticmed1020010,https://doi.org/10.3390/jaestheticmed1020010,https://www.mdpi.com/3042-6774/1/2/10,/3042-6774/1/2/10,"Topical Management of Cellulite (Edematous-Fibro-Sclerotic Panniculopathy, EFSP): Current Insights and Emerging Approaches","Cellulite, or edematous-fibro-sclerotic panniculopathy (EFSP), is a multifactorial condition affecting most postpubertal women, characterized by surface irregularities with significant psychosocial impact. Its pathogenesis involves adipocyte metabolism, fibrous septa, microvascular dysfunction, extracellular matrix (ECM) remodeling, oxidative stress, and low-grade inflammation. Topical therapies remain among the most accessible approaches, acting on specific biological pathways. Osmotic and vSSasomodulatory formulations reduce edema and improve microcirculation, while methylxanthines such as caffeine and aminophylline promote lipolysis and enhance cutaneous blood flow. Retinoids mainly target the ECM, stimulating neocollagenesis and dermal thickening, with greater efficacy in early EFSP. Botanicals, including Centella asiatica , Rosmarinus officinalis , and Ginkgo biloba , provide antioxidant, anti-inflammatory, and venotonic effects. Randomized controlled trials consistently report modest but reproducible benefits: localized circumference reductions and improved elasticity, echogenicity, and orange-peel scores, all with excellent tolerability. Recent innovations, such as lipid nanoparticles, ultradeformable vesicles, and microneedle-assisted delivery, aim to enhance penetration, stability, and sustained bioactivity of established actives. Nonetheless, most studies are small, short-term, and heterogeneous, with limited ability to isolate the role of individual components or control for massage-related effects. Artificial intelligence offers opportunities to standardize outcome measures, optimize formulations, and personalize protocols. Overall, topical therapies are best positioned as safe, biologically active adjuncts within multimodal cellulite management.",205,,0,,,0,,J. Aesthetic Med.,,3042-6774,2025-12-01,,,1,2,10,Review,,,Antonio Di Guardo | Federica Trovato | Carmen Cantisani | Alessandra Rallo | Ilaria Proietti | Maria Elisabetta Greco | Giovanni Pellacani | Annunziata Dattola | Steven Paul Nisticò,Antonio Di Guardo,9,,,,True,https://www.mdpi.com/3042-6774/1/2/10/pdf?version=1764570792,,,0,0,topical retinoid delivery | cosmetic emulsion stability,1.0,False,2026-09-15T14:56:23+00:00,,
10.3390/life15121787,skin microbiome cosmetic,10.3390/life15121787,https://doi.org/10.3390/life15121787,https://www.mdpi.com/2075-1729/15/12/1787,/2075-1729/15/12/1787,Extremophile-Derived Bioactives in Cosmeceuticals: Bridging Nutraceuticals and Skincare for Holistic Wellness,"The integration of extremophile-derived bioactives into cosmeceuticals and nutricosmetics offers a novel strategy to enhance skin health through both topical and systemic approaches. Extremophile microorganisms, adapted to extreme conditions, produce unique compounds such as ectoine , extremozymes, carotenoids, exopolysaccharides (EPSs), and mycosporine-like amino acids (MAAs). These molecules exhibit antioxidant, anti-inflammatory, photoprotective, and regenerative properties. This review analyzes the molecular adaptations that enable extremophiles to synthesize these compounds, and explores their cosmetic applications, including enzymatic exfoliation, UV protection, hydration, and anti-pollution effects. This paper examines their nutraceutical potential, highlighting systemic benefits such as improved skin elasticity, reduced photoaging, and modulation of the gut–skin axis via prebiotic EPSs. Industrial strategies for sustainable production, such as microbial fermentation, synthetic biology, and green extraction, are discussed. Examples of commercial ingredients like PlusXanthin™, Antarctic-G, and Desertica. Extremophile-derived ingredients combine biological efficacy with environmental sustainability, positioning them as key assets for next-generation skincare. Future directions include clinical validation, regulatory harmonization, and the development of personalized, microbiome-friendly formulations.",161,,0,,,0,,Life,,2075-1729,2025-11-21,,,15,12,1787,Review,,,Emanuela Maresca | Micaela Carbone | Giovanni Gallo | Salvatore Fusco | Martina Aulitto,Emanuela Maresca,5,,,,True,https://www.mdpi.com/2075-1729/15/12/1787/pdf?version=1763709365,,,0,0,skin microbiome cosmetic | niacinamide skin barrier,1.0,False,2026-09-11T01:25:28+00:00,,
10.3390/molecules30224363,cosmetic formulation microbiome modulation,10.3390/molecules30224363,https://doi.org/10.3390/molecules30224363,https://www.mdpi.com/1420-3049/30/22/4363,/1420-3049/30/22/4363,"The Skin Microbiome and Bioactive Compounds: Mechanisms of Modulation, Dysbiosis, and Dermatological Implications","Maintaining the balance between the host and commensal microorganisms is essential for skin health. The disruption of this equilibrium (dysbiosis) can contribute to inflammatory and infectious diseases and accelerate skin aging. Dysbiosis also accompanies skin cancers and may influence their progression. Causes of dysbiosis include exogenous factors such as cosmetics, UV radiation, pollution, and diet, as well as endogenous factors like stress, hormonal imbalances, and aging. Standard antibacterial treatments often eliminate beneficial microbes and may exacerbate conditions. Consequently, there is growing interest in alternative strategies—notably natural plant- and animal-derived products—that can modulate the skin microbiome more selectively and gently. This review presents current knowledge on skin microbiome physiology and dysbiosis and discusses natural compounds and microbiome-based therapies (probiotics, prebiotics, postbiotics) that modulate the skin microbiota. Unlike prior reviews, we provide a comparative perspective on emerging compound classes (e.g., peptides, lipids) and integrate the skin–gut axis concept into the framework, highlighting mechanistic insights at molecular and clinical levels. Our synthesis emphasizes distinct modes of action and evidence levels—from in vitro mechanisms to clinical outcomes—and offers guidance for formulation of microbiome-compatible products.",180,,0,,,0,,Molecules,,1420-3049,2025-11-11,,,30,22,4363,Review,,,Katarzyna Wojciechowska | Katarzyna Dos Santos Szewczyk,Katarzyna Wojciechowska,2,,,,True,https://www.mdpi.com/1420-3049/30/22/4363/pdf?version=1762854012,,,0,0,cosmetic formulation microbiome modulation | surfactant skin barrier disruption | ceramide lipid barrier restoration,1.0,False,2026-09-16T01:24:59+00:00,,
10.3390/dermato5040021,skin microbiome cosmetic,10.3390/dermato5040021,https://doi.org/10.3390/dermato5040021,https://www.mdpi.com/2673-6179/5/4/21,/2673-6179/5/4/21,Understanding the Impact of the Skin Microbiome on Dermatological Assessments and Therapeutic Innovation,"The human skin microbiome, defined as a multifaceted ecosystem comprising bacteria, fungi, viruses, and mites, plays a pivotal role in maintaining skin homeostasis and regulating immune responses. In recent years, an increasing amount of evidence has illuminated the considerable influence exerted by microbiomes on the pathophysiology of dermatological ailments. This review provides a comprehensive synthesis of contemporary findings concerning the microbiome’s role in acne, aging, hyperpigmentation, and hair disorders, while also addressing the emerging concept of the gut–skin axis and how it could interfere in these skin disorders. Alterations in microbial composition, referred to as dysbiosis, have been associated with inflammatory processes and barrier dysfunction, thereby contributing to the severity and chronicity of diseases. Distinct microbial profiles have been identified as correlating with specific skin conditions. For instance, variations in Cutibacterium acnes phylotypes have been associated with the development of acne, whereas alterations in Corynebacterium and Staphylococcus species have been linked to the processes of aging and pigmentation patterns. Furthermore, the composition of the microbiome is examined in relation to its impact on cosmetic outcomes. It also engages with increasing interest in the modulation of microbiota through the topical application of bioactive compounds. The incorporation of prebiotics, probiotics, and postbiotics into cosmetic formulations constitutes a novel strategy aimed at enhancing skin health. In the domain of dermatological therapies, postbiotics have emerged as a significant class of substances, particularly due to their remarkable stability, safety, and immunomodulatory properties. These characteristics position them as promising candidates for incorporation into dermatological treatments. Recent studies have underscored the significance of microbiome-informed strategies within the domains of therapeutic and preventive dermatology, emphasizing the potential of such approaches to positively influence patient outcomes. As our understanding of this field continues to evolve, skin microbiomes are poised to emerge as a pivotal area of focus in the realm of personalized skin care and treatment. This development presents novel and innovative approaches for the management of skin conditions, characterized by enhanced specificity and efficacy.",326,,0,,,0,,Dermato,,2673-6179,2025-11-11,,,5,4,21,Review,,,Jéssica Ferreira Xavier-Souza | Raquel Allen Garcia Barbeto Siqueira | Beatriz Silva Moreira | Stephany Garcia Barbosa | Estella Souza Nascimento Mariano | Layra Inês Marinotti | Isabelle Gomes Costa | Bruna Sousa Requena | Thais Porta Lima | Iveta Hradkova | Vânia Rodrigues Leite-Silva | Newton Andréo-Filho | Patricia Santos Lopes,Jéssica Ferreira Xavier-Souza,13,,,,True,https://www.mdpi.com/2673-6179/5/4/21/pdf?version=1762861794,,,0,0,skin microbiome cosmetic | niacinamide skin barrier,1.0,False,2026-09-11T01:25:28+00:00,,
10.3390/cosmetics12060252,cosmetic formulation microbiome stability,10.3390/cosmetics12060252,https://doi.org/10.3390/cosmetics12060252,https://www.mdpi.com/2079-9284/12/6/252,/2079-9284/12/6/252,"Plant-Derived Extracellular Vesicles in Cosmetics: Building a Framework for Safety, Efficacy, and Quality","Plant-derived extracellular vesicles (PDEVs) are rapidly gaining popularity in cosmetics and regenerative medicine due to their biocompatibility, natural origin and promising bioactive properties. Nevertheless, the absence of standardized guidelines for their characterization has resulted in an inconsistent, unregulated landscape. This compromises product reproducibility, consumer safety, and scientific credibility. Here, a comprehensive set of minimal characterization guidelines for PDEVs is proposed to include physical and chemical profiling, molecular marker identification, cargo analysis, and stability assessment under storage and formulation conditions. Functional validation through cellular uptake assays, activity tests, and advanced in vitro or ex vivo models that replicate realistic skin exposure scenarios is pivotal. Requirements for transparent labelling, reproducible sourcing, batch-to-batch consistency, and biological activity substantiation to support claims related to skin regeneration, anti-aging, and microbiome modulation are also required. By establishing a harmonized baseline for quality and efficacy evaluation, these guidelines aim to elevate the scientific standards and promote the safe, ethical, and effective use of PDEV-based ingredients in cosmetic and biomedical applications.",163,,0,,,0,,Cosmetics,,2079-9284,2025-11-10,,,12,6,252,Review,,,Letizia Ferroni | Barbara Zavan,Letizia Ferroni,2,,,,True,https://www.mdpi.com/2079-9284/12/6/252/pdf?version=1762826398,,,0,0,cosmetic formulation microbiome stability | surfactant skin barrier irritation,1.0,False,2026-09-15T17:41:26+00:00,,
10.3390/cosmetics12050205,cosmetic formulation microbiome modulation,10.3390/cosmetics12050205,https://doi.org/10.3390/cosmetics12050205,https://www.mdpi.com/2079-9284/12/5/205,/2079-9284/12/5/205,Bioengineered Skin Microbiome: The Next Frontier in Personalized Cosmetics,"Human skin microbiome plays a fundamental role in maintaining skin health, immunity, and appearance. While current microbiome-friendly cosmetics emphasize the use of probiotics and prebiotics, recent advances in bioengineering are paving the way for a new generation of personalized and sustainable skincare solutions. This evolution is increasingly necessary given the limitations of conventional dermatological treatments in addressing individual variability. Emerging technologies such as artificial intelligence (AI), synthetic biology, and high-throughput microbiome sequencing now enable precise skin analysis and the development of tailored, more effective cosmetic formulations. This review critically examines these technological breakthroughs, including genetic modification of microbial strains, engineered delivery systems, and quorum sensing modulation, with a focus on their cosmetic and therapeutic applications. These innovations not only facilitate product customization but also reduce environmental impact by minimizing resource use, synthetic chemicals, and testing burdens aligning with sustainability goals. Several structured tables synthesize the latest findings on microbial targets, bioengineered ingredients, delivery platforms, and mechanistic pathways, providing a practical reference for researchers and product developers. Additionally, this review addresses key regulatory and safety considerations, particularly those associated with genetically modified organisms (GMOs) in cosmetic products. It highlights the need for region-specific clinical trials, toxicity assessments, and microbial safety screening to ensure consumer protection. While current frameworks offer a foundation, further ethical and environmental guidelines may be necessary as synthetic biology advances. Thus, AI-integrated synthetic biology and microbiome transplantation emerge as transformative pathways for advancing sustainable, personalized skincare innovation.",239,,0,,,0,,Cosmetics,,2079-9284,2025-09-16,,,12,5,205,Review,,,Cherelle Atallah | Ayline El Abiad | Marita El Abiad | Mantoura Nakad | Jean Claude Assaf,Cherelle Atallah,5,,,,True,https://www.mdpi.com/2079-9284/12/5/205/pdf?version=1758030150,,,0,0,cosmetic formulation microbiome modulation | surfactant skin barrier disruption,1.0,False,2026-09-16T01:24:59+00:00,,
